"global_id";"Stop code";"Stop name";"Station Name";"Street";"Direction";"Pavilion";"Operating organization name";"Pavilion electrification";"Transport type";"Geodata";"Centroid";
"global_id";"Код остановки";"Наименование остановки";"Название остановки согласно указателю";"Наименование улицы, на которой находится остановка";"Направление";"Наличие павильона";"Балансодержатель остановки с павильоном";"Электроподключение остановочного павильона";"Вид транспорта";"Геоданные";"Центроид";
"5107797065";"1000234";"Городской пруд";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.21949591, 55.98469774]]]";"{type=Point, coordinates=[37.21949591, 55.98469774]}";
"5107797066";"1000171";"Улица Бехтерева";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.64556953, 55.61834422]]]";"{type=Point, coordinates=[37.64556953, 55.61834422]}";
"5107797067";"10003";"Братеевский проезд";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.73707581, 55.63244285]]]";"{type=Point, coordinates=[37.73707581, 55.63244285]}";
"5107797068";"1000291";"СНТ «Маяк»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.34863839, 55.6133398]]]";"{type=Point, coordinates=[37.34863839, 55.6133398]}";
"5107797069";"1000693";"Новокуркинское ш., 23";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.40069477, 55.89601108]]]";"{type=Point, coordinates=[37.40069477, 55.89601108]}";
"5107797070";"1000228";"Ул. Конструктора Гуськова";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.18180337, 56.01166003]]]";"{type=Point, coordinates=[37.18180337, 56.01166003]}";
"5107797071";"1000639";"СНТ «Солнечный»";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.48721029, 55.56239574]]]";"{type=Point, coordinates=[37.48721029, 55.56239574]}";
"5107797072";"1000294";"7-я Боровская улица";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.33738575, 55.62578501]]]";"{type=Point, coordinates=[37.33738575, 55.62578501]}";
"5107797073";"1000169";"Улица Бехтерева";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.64517833, 55.61810007]]]";"{type=Point, coordinates=[37.64517833, 55.61810007]}";
"5107797074";"1000273";"Посёлок Строителей";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.62938491, 55.66135759]]]";"{type=Point, coordinates=[37.62938491, 55.66135759]}";
"5107797075";"1000527";"Школа на Силикатной";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.56454176, 55.47912781]]]";"{type=Point, coordinates=[37.56454176, 55.47912781]}";
"5107797076";"1000307";"Братеево";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.76511231, 55.64284038]]]";"{type=Point, coordinates=[37.76511231, 55.64284038]}";
"5107797077";"1000606";"Метро «Проспект Мира» (радиальная)";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.6340371, 55.78177374]]]";"{type=Point, coordinates=[37.6340371, 55.78177374]}";
"5107797078";"1000594";"МИИТ";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"Трамвай";"[Geometry[type=Point, coordinates=[37.61010557, 55.78888604]]]";"{type=Point, coordinates=[37.61010557, 55.78888604]}";
"5107797079";"1000580";"Площадь Ленина";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.54360073, 55.43026752]]]";"{type=Point, coordinates=[37.54360073, 55.43026752]}";
"5107797080";"1000270";"Микрорайон Зелёный бор";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.18491728, 55.96690824]]]";"{type=Point, coordinates=[37.18491728, 55.96690824]}";
"5107797081";"1000596";"Дворец культуры МИИТ";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"[Автобус, Трамвай]";"[Geometry[type=Point, coordinates=[37.60493144, 55.7896183]]]";"{type=Point, coordinates=[37.60493144, 55.7896183]}";
"5107797082";"1000601";"Магазин «Пятёрочка»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.90536999, 55.69205425]]]";"{type=Point, coordinates=[37.90536999, 55.69205425]}";
"5107797083";"1000887";"Деревня Красная Пахра, 1";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.28596923, 55.44123982]]]";"{type=Point, coordinates=[37.28596923, 55.44123982]}";
"5107797084";"1000632";"Переулок Маяковского";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.65501209, 55.73764964]]]";"{type=Point, coordinates=[37.65501209, 55.73764964]}";
"5107797085";"1000713";"Б. Академическая ул., 8";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.52430474, 55.81936501]]]";"{type=Point, coordinates=[37.52430474, 55.81936501]}";
"5107797086";"1000695";"Родионовская улица";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.40198357, 55.89482846]]]";"{type=Point, coordinates=[37.40198357, 55.89482846]}";
"5107797087";"1000308";"Улица Космонавтов";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.64745083, 55.82063437]]]";"{type=Point, coordinates=[37.64745083, 55.82063437]}";
"5107797088";"1000866";"Метро «Бауманская»";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"[Автобус, Трамвай]";"[Geometry[type=Point, coordinates=[37.67843822, 55.77263602]]]";"{type=Point, coordinates=[37.67843822, 55.77263602]}";
"5107797089";"1000196";"Пост ГАИ";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.02879199, 56.00408929]]]";"{type=Point, coordinates=[37.02879199, 56.00408929]}";
"5107797090";"1000189";"Соколово";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[36.90948353, 56.03874712]]]";"{type=Point, coordinates=[36.90948353, 56.03874712]}";
"5107797091";"1000542";"Ерино";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51220013, 55.44932838]]]";"{type=Point, coordinates=[37.51220013, 55.44932838]}";
"5107797092";"1000863";"Улица Авиаторов, 5";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.39708633, 55.63966]]]";"{type=Point, coordinates=[37.39708633, 55.63966]}";
"5107797093";"1000833";"МЦД Стрешнево";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.49346496, 55.81538819]]]";"{type=Point, coordinates=[37.49346496, 55.81538819]}";
"5107797094";"1000285";"Ул. Марш. Воробьёва";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.39374318, 55.79243756]]]";"{type=Point, coordinates=[37.39374318, 55.79243756]}";
"5107797095";"1000300";"Налоговый городок";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.41100822, 55.83515727]]]";"{type=Point, coordinates=[37.41100822, 55.83515727]}";
"5107797096";"1000697";"Улица Соловьиная Роща, 8";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.40388551, 55.89094009]]]";"{type=Point, coordinates=[37.40388551, 55.89094009]}";
"5107797097";"10006";"ОВД Братеево";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.77008445, 55.63397006]]]";"{type=Point, coordinates=[37.77008445, 55.63397006]}";
"5107797098";"1000690";"Кузовлево";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.00005648, 55.18389611]]]";"{type=Point, coordinates=[37.00005648, 55.18389611]}";
"5107797099";"1000173";"Улица Яблочкова, 6";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.58182626, 55.81525712]]]";"{type=Point, coordinates=[37.58182626, 55.81525712]}";
"5107797100";"1000576";"Дворец пионеров";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.55228366, 55.44647652]]]";"{type=Point, coordinates=[37.55228366, 55.44647652]}";
"5107797101";"1000167";"Улица Довженко";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.51689667, 55.72289117]]]";"{type=Point, coordinates=[37.51689667, 55.72289117]}";
"5107797102";"1000272";"Улица Павла Корчагина, 5";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.65812348, 55.81506594]]]";"{type=Point, coordinates=[37.65812348, 55.81506594]}";
"5107797103";"1000806";"Сколковское ш., 11";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.40666053, 55.71227171]]]";"{type=Point, coordinates=[37.40666053, 55.71227171]}";
"5107797104";"1000170";"Улица Бехтерева";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.64495907, 55.61748357]]]";"{type=Point, coordinates=[37.64495907, 55.61748357]}";
"5107797105";"1000507";"5-я Парковая улица";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.78735717, 55.7969503]]]";"{type=Point, coordinates=[37.78735717, 55.7969503]}";
"5107797106";"1000865";"Метро «Бауманская»";"";"";"";"да";"ГУП Московский Метрополитен";"Не подключено";"[Автобус, Трамвай]";"[Geometry[type=Point, coordinates=[37.67884812, 55.77201601]]]";"{type=Point, coordinates=[37.67884812, 55.77201601]}";
"5107797107";"1000393";"Соколёнок";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.0892814, 55.2567041]]]";"{type=Point, coordinates=[37.0892814, 55.2567041]}";
"5107797108";"1000223";"Кировоградские пруды";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.59046363, 55.60591815]]]";"{type=Point, coordinates=[37.59046363, 55.60591815]}";
"5107797109";"1000625";"Поликлиника";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.62502658, 55.66261928]]]";"{type=Point, coordinates=[37.62502658, 55.66261928]}";
"5107797110";"1000279";"Товарная станция";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.7595394, 55.71481027]]]";"{type=Point, coordinates=[37.7595394, 55.71481027]}";
"5107797111";"1000281";"Грайвороново";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.74301454, 55.7202389]]]";"{type=Point, coordinates=[37.74301454, 55.7202389]}";
"5107797112";"1000861";"Улица Юлиана Семёнова";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.39737628, 55.64224707]]]";"{type=Point, coordinates=[37.39737628, 55.64224707]}";
"5107797113";"1000638";"Липовый парк";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.48384151, 55.56699831]]]";"{type=Point, coordinates=[37.48384151, 55.56699831]}";
"5107797114";"1000229";"Улица Ухтомского Ополчения";"";"";"";"да";"ГУП Мосгортранс";"Подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.92216843, 55.70100419]]]";"{type=Point, coordinates=[37.92216843, 55.70100419]}";
"5107797115";"1000231";"Дендропарк";"";"";"";"да";"ГУП Мосгортранс";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.21588892, 55.98542546]]]";"{type=Point, coordinates=[37.21588892, 55.98542546]}";
"5107797116";"1000248";"Метро «Тимирязевская»";"";"";"";"";"";"Не подключено";"Автобус";"[Geometry[type=Point, coordinates=[37.58165468, 55.81964628]]]";"{type=Point, coordinates=[37.58165468, 55.81964628]}";
